SaleKey,SaleID,DateKey,ProductKey,GeoKey,ChannelKey,CustomerKey,UnitPriceUSD,DiscountPct,UnitsSold,DiscountedPriceUSD,RevenueUSD,Currency,FXRateToUSD,RevenueLocalCurrency,CustomerRating,ReturnStatus
10430,APPL-00006120,20240921,283,291,26,1,748.07,5.00,1,710.67,710.67,EUR,0.920000,653.82,4.00,Kept
10431,APPL-00000957,20240921,443,35,31,60,903.94,0.00,1,903.94,903.94,BDT,110.000000,99433.40,3.90,Kept
10432,APPL-00007100,20240921,607,331,42,106,927.06,0.00,1,927.06,927.06,PKR,279.000000,258649.74,3.91,Returned
10433,APPL-00004000,20240921,1001,189,17,117,418.74,5.00,4,397.80,1591.20,INR,83.500000,132865.20,4.00,Kept
10434,APPL-00007074,20240921,856,330,20,66,922.95,0.00,4,922.95,3691.80,PKR,279.000000,1030012.20,4.90,Kept
10435,APPL-00002124,20240922,905,100,26,36,1049.02,5.00,1,996.57,996.57,CNY,7.240000,7215.17,3.93,Kept
10436,APPL-00003080,20240922,701,140,12,11,958.89,3.00,3,930.12,2790.36,EUR,0.920000,2567.13,4.20,Kept
10437,APPL-00001447,20240922,734,61,26,90,1026.19,0.00,2,1026.19,2052.38,BRL,4.970000,10200.33,4.04,Kept
10438,APPL-00003575,20240922,992,167,12,85,430.64,10.00,1,387.58,387.58,EUR,0.920000,356.57,4.70,Kept
10439,APPL-00002949,20240922,1057,135,40,126,557.53,0.00,1,557.53,557.53,EUR,0.920000,512.93,4.00,Kept
10440,APPL-00005270,20240922,467,261,11,71,1098.71,2.00,1,1076.74,1076.74,KES,129.000000,138899.46,4.15,Kept
10441,APPL-00004021,20240922,68,192,42,63,93.62,5.00,2,88.94,177.88,INR,83.500000,14852.98,3.98,Kept
10442,APPL-00000191,20240922,17,6,22,84,105.45,0.00,2,105.45,210.90,ARS,907.000000,191286.30,3.70,Kept
10443,APPL-00010880,20240922,1091,476,2,133,1067.87,0.00,1,1067.87,1067.87,GBP,0.790000,843.62,3.92,Kept
10444,APPL-00009672,20240922,1159,430,40,14,93.05,0.00,3,93.05,279.15,CHF,0.880000,245.65,3.60,Kept
10445,APPL-00006047,20240923,1116,288,12,126,1198.79,0.00,2,1198.79,2397.58,EUR,0.920000,2205.77,3.80,Kept
10446,APPL-00009159,20240923,1177,406,12,63,27.52,0.00,1,27.52,27.52,EUR,0.920000,25.32,4.04,Returned
10447,APPL-00008197,20240923,36,375,5,140,245.29,15.00,1,208.50,208.50,SAR,3.750000,781.88,3.30,Kept
10448,APPL-00011071,20240923,61,489,40,105,292.31,2.00,2,286.46,572.92,USD,1.000000,572.92,4.70,Kept
10449,APPL-00005684,20240923,940,274,32,107,1214.50,15.00,1,1032.33,1032.33,MXN,17.150000,17704.46,3.50,Kept
10450,APPL-00009448,20240924,938,421,8,108,1280.85,3.00,1,1242.42,1242.42,SEK,10.550000,13107.53,3.30,Kept
10451,APPL-00009180,20240924,1068,409,17,63,7518.89,0.00,2,7518.89,15037.78,EUR,0.920000,13834.76,4.40,Kept
10452,APPL-00011389,20240924,712,515,5,74,1017.65,0.00,2,1017.65,2035.30,VND,24500.000000,49864850.00,3.10,Kept
10453,APPL-00004362,20240924,818,216,32,48,903.55,0.00,1,903.55,903.55,IDR,15700.000000,14185735.00,3.60,Kept
10454,APPL-00004433,20240924,78,219,12,91,1206.50,0.00,1,1206.50,1206.50,EUR,0.920000,1109.98,3.20,Kept
10455,APPL-00006121,20240924,26,291,36,119,129.17,0.00,7,129.17,904.19,EUR,0.920000,831.85,4.50,Returned
10456,APPL-00008874,20240924,21,393,2,119,118.77,0.00,1,118.77,118.77,KRW,1328.000000,157726.56,3.70,Kept
10457,APPL-00001243,20240925,701,47,13,124,1042.68,7.00,2,969.69,1939.38,BRL,4.970000,9638.72,4.04,Exchanged
10458,APPL-00010710,20240925,1047,468,35,140,555.07,10.00,1,499.56,499.56,AED,3.670000,1833.39,3.97,Kept
10459,APPL-00001116,20240925,565,42,3,15,777.82,15.00,2,661.15,1322.30,EUR,0.920000,1216.52,3.83,Kept
10460,APPL-00003683,20240925,405,174,29,138,847.66,7.00,3,788.32,2364.96,EUR,0.920000,2175.76,3.10,Kept
10461,APPL-00010673,20240925,1167,467,9,112,129.47,2.00,1,126.88,126.88,AED,3.670000,465.65,3.40,Kept
10462,APPL-00009948,20240925,1153,441,25,42,2434.21,0.00,1,2434.21,2434.21,TWD,31.800000,77407.88,4.90,Kept
10463,APPL-00005919,20240925,1142,283,36,77,2355.56,0.00,8,2355.56,18844.48,MXN,17.150000,323182.83,4.00,Kept
10464,APPL-00007497,20240926,1113,346,16,140,1366.69,10.00,3,1230.02,3690.06,PLN,3.970000,14649.54,4.60,Returned
10465,APPL-00001695,20240926,1170,75,17,7,126.75,5.00,2,120.41,240.82,CAD,1.360000,327.52,4.50,Kept
10466,APPL-00000834,20240926,233,31,4,91,1047.79,0.00,1,1047.79,1047.79,BDT,110.000000,115256.90,4.02,Kept
10467,APPL-00007253,20240926,586,337,9,57,961.08,0.00,1,961.08,961.08,PHP,56.500000,54301.02,3.50,Exchanged
10468,APPL-00005491,20240926,525,268,15,86,753.48,5.00,1,715.81,715.81,MYR,4.710000,3371.47,4.60,Kept
10469,APPL-00001093,20240926,1061,41,24,63,6644.10,0.00,1,6644.10,6644.10,EUR,0.920000,6112.57,4.50,Kept
10470,APPL-00010802,20240926,979,471,27,12,1259.39,2.00,3,1234.20,3702.60,AED,3.670000,13588.54,3.96,Kept
10471,APPL-00011130,20240926,701,495,10,29,983.05,5.00,1,933.90,933.90,USD,1.000000,933.90,4.04,Kept
10472,APPL-00009255,20240926,20,413,1,70,104.00,0.00,2,104.00,208.00,EUR,0.920000,191.36,3.93,Returned
10473,APPL-00006998,20240926,11,327,2,70,560.63,15.00,2,476.54,953.08,PKR,279.000000,265909.32,4.10,Kept
10474,APPL-00010862,20240926,104,475,36,56,425.18,10.00,1,382.66,382.66,GBP,0.790000,302.30,3.30,Kept
10475,APPL-00001495,20240926,166,64,26,140,503.84,10.00,1,453.46,453.46,CAD,1.360000,616.71,4.30,Kept
10476,APPL-00008554,20240926,48,382,20,84,381.09,3.00,1,369.66,369.66,SGD,1.340000,495.34,4.80,Exchanged
10477,APPL-00001413,20240927,47,59,33,7,368.01,0.00,1,368.01,368.01,BRL,4.970000,1829.01,3.10,Kept
10478,APPL-00010228,20240927,190,450,41,21,463.58,0.00,6,463.58,2781.48,THB,35.200000,97908.10,4.60,Kept
10479,APPL-00000094,20240927,25,3,35,112,119.08,2.00,4,116.70,466.80,ARS,907.000000,423387.60,4.60,Exchanged
10480,APPL-00003301,20240927,30,151,13,105,231.65,2.00,2,227.02,454.04,EUR,0.920000,417.72,4.00,Returned
10481,APPL-00001305,20240927,822,52,26,116,868.49,0.00,2,868.49,1736.98,BRL,4.970000,8632.79,4.10,Kept
10482,APPL-00006277,20240927,886,296,34,50,930.10,15.00,1,790.59,790.59,NZD,1.630000,1288.66,4.10,Kept
10483,APPL-00011098,20240927,483,492,8,10,1157.83,0.00,1,1157.83,1157.83,USD,1.000000,1157.83,4.70,Returned
10484,APPL-00000925,20240927,440,34,14,71,901.31,0.00,1,901.31,901.31,BDT,110.000000,99144.10,4.80,Kept
10485,APPL-00006510,20240927,1107,305,16,119,1310.56,0.00,1,1310.56,1310.56,NGN,1550.000000,2031368.00,3.00,Kept
10486,APPL-00010674,20240928,1127,467,6,98,2108.07,0.00,1,2108.07,2108.07,AED,3.670000,7736.62,3.20,Returned
10487,APPL-00004553,20240928,1119,224,28,98,1940.48,2.00,2,1901.67,3803.34,EUR,0.920000,3499.07,4.90,Kept
10488,APPL-00006788,20240928,562,317,32,89,820.10,0.00,6,820.10,4920.60,NOK,10.650000,52404.39,3.83,Returned
10489,APPL-00001306,20240928,653,52,27,22,947.30,0.00,1,947.30,947.30,BRL,4.970000,4708.08,3.97,Kept
10490,APPL-00003191,20240928,792,145,27,139,795.33,7.00,1,739.66,739.66,EUR,0.920000,680.49,4.50,Kept
10491,APPL-00000360,20240928,938,12,36,40,1166.44,0.00,1,1166.44,1166.44,AUD,1.530000,1784.65,4.20,Kept
10492,APPL-00000896,20240928,24,33,22,77,137.79,0.00,1,137.79,137.79,BDT,110.000000,15156.90,3.40,Kept
10493,APPL-00007572,20240928,113,349,8,126,483.53,0.00,2,483.53,967.06,PLN,3.970000,3839.23,4.00,Kept
10494,APPL-00002296,20240929,106,109,13,14,417.16,15.00,4,354.59,1418.36,COP,3960.000000,5616705.60,3.90,Kept
10495,APPL-00005271,20240929,185,261,26,70,490.09,10.00,1,441.08,441.08,KES,129.000000,56899.32,3.40,Kept
10496,APPL-00006549,20240929,157,307,18,98,566.43,7.00,1,526.78,526.78,NGN,1550.000000,816509.00,3.20,Kept
10497,APPL-00010940,20240929,132,480,28,42,552.88,7.00,1,514.18,514.18,GBP,0.790000,406.20,3.30,Kept
10498,APPL-00009601,20240929,17,427,41,28,101.11,2.00,4,99.09,396.36,CHF,0.880000,348.80,3.10,Returned
10499,APPL-00005815,20240929,32,277,2,91,263.58,0.00,6,263.58,1581.48,MXN,17.150000,27122.38,3.50,Kept
10500,APPL-00006336,20240929,1010,298,13,33,395.74,2.00,3,387.83,1163.49,NZD,1.630000,1896.49,4.01,Kept
10501,APPL-00001414,20240929,803,59,7,93,870.61,0.00,1,870.61,870.61,BRL,4.970000,4326.93,3.30,Kept
10502,APPL-00008973,20240929,432,397,39,92,940.02,0.00,1,940.02,940.02,KRW,1328.000000,1248346.56,4.03,Kept
10503,APPL-00000361,20240929,290,12,25,131,691.81,2.00,4,677.97,2711.88,AUD,1.530000,4149.18,3.30,Kept
10504,APPL-00010920,20240929,1097,479,39,42,1032.67,5.00,1,981.04,981.04,GBP,0.790000,775.02,3.20,Kept
10505,APPL-00004575,20240929,1175,225,1,42,27.47,0.00,3,27.47,82.41,EUR,0.920000,75.82,3.10,Kept
10506,APPL-00006511,20240929,1168,305,20,49,123.92,0.00,1,123.92,123.92,NGN,1550.000000,192076.00,4.00,Returned
10507,APPL-00009205,20240929,1162,410,34,84,93.16,0.00,3,93.16,279.48,EUR,0.920000,257.12,3.95,Kept
10508,APPL-00010442,20240930,1172,458,14,133,41.02,7.00,2,38.15,76.30,TRY,30.500000,2327.15,4.10,Kept
10509,APPL-00004146,20240930,1159,207,12,14,92.04,3.00,1,89.28,89.28,INR,83.500000,7454.88,3.95,Returned
10510,APPL-00009353,20240930,526,417,15,114,775.34,10.00,2,697.81,1395.62,SEK,10.550000,14723.79,4.00,Kept
10511,APPL-00005343,20240930,603,263,10,50,869.35,0.00,6,869.35,5216.10,KES,129.000000,672876.90,3.10,Kept
10512,APPL-00002719,20240930,724,126,28,85,1029.03,5.00,4,977.58,3910.32,EGP,30.900000,120828.89,4.50,Kept
10513,APPL-00007354,20240930,736,341,3,47,987.16,0.00,6,987.16,5922.96,PHP,56.500000,334647.24,3.70,Kept
10514,APPL-00009053,20240930,770,400,31,108,802.30,10.00,1,722.07,722.07,KRW,1328.000000,958908.96,4.90,Kept
10515,APPL-00001222,20240930,1066,48,39,105,7390.90,7.00,5,6873.54,34367.70,BRL,4.970000,170807.47,3.20,Kept
10516,APPL-00010472,20240930,40,459,5,35,289.28,3.00,2,280.60,561.20,TRY,30.500000,17116.60,4.10,Kept
10517,APPL-00002825,20240930,24,130,30,7,131.70,0.00,2,131.70,263.40,EGP,30.900000,8139.06,4.80,Kept
10518,APPL-00011470,20240930,163,518,17,91,506.72,2.00,1,496.59,496.59,VND,24500.000000,12166455.00,4.90,Kept
10519,APPL-00008555,20241001,145,382,19,84,592.08,0.00,3,592.08,1776.24,SGD,1.340000,2380.16,3.60,Kept
10520,APPL-00009645,20241001,49,429,1,84,373.58,0.00,1,373.58,373.58,CHF,0.880000,328.75,4.10,Kept
10521,APPL-00001094,20241001,64,41,17,56,281.79,0.00,2,281.79,563.58,EUR,0.920000,518.49,3.94,Kept
10522,APPL-00005978,20241001,23,285,17,133,137.07,0.00,2,137.07,274.14,EUR,0.920000,252.21,3.88,Returned
10523,APPL-00010831,20241001,27,473,22,70,119.88,10.00,1,107.89,107.89,GBP,0.790000,85.23,4.08,Kept
10524,APPL-00008556,20241001,10,382,23,42,532.35,15.00,2,452.50,905.00,SGD,1.340000,1212.70,4.10,Kept
10525,APPL-00009354,20241001,8,417,17,14,160.18,15.00,3,136.15,408.45,SEK,10.550000,4309.15,3.30,Kept
10526,APPL-00010675,20241001,1,467,42,14,121.83,0.00,1,121.83,121.83,AED,3.670000,447.12,3.90,Returned
10527,APPL-00009054,20241001,1066,400,22,49,7145.86,0.00,3,7145.86,21437.58,KRW,1328.000000,28469106.24,3.80,Kept
10528,APPL-00006667,20241001,972,312,16,101,1210.08,0.00,2,1210.08,2420.16,NOK,10.650000,25774.70,4.00,Kept
10529,APPL-00005464,20241001,677,267,28,13,918.13,0.00,1,918.13,918.13,MYR,4.710000,4324.39,3.00,Kept
10530,APPL-00010830,20241001,915,473,37,125,948.65,0.00,5,948.65,4743.25,GBP,0.790000,3747.17,4.70,Kept
10531,APPL-00005920,20241001,584,283,21,12,945.75,10.00,1,851.18,851.18,MXN,17.150000,14597.74,3.00,Kept
10532,APPL-00003027,20241001,498,138,8,101,1176.96,0.00,2,1176.96,2353.92,EUR,0.920000,2165.61,4.15,Kept
10533,APPL-00003702,20241001,419,175,34,9,933.99,10.00,2,840.59,1681.18,HKD,7.820000,13146.83,4.03,Kept
10534,APPL-00010023,20241001,234,444,11,112,1070.81,0.00,1,1070.81,1070.81,TWD,31.800000,34051.76,3.30,Returned
10535,APPL-00006900,20241001,271,323,22,45,696.93,0.00,1,696.93,696.93,PKR,279.000000,194443.47,5.00,Kept
10536,APPL-00002600,20241001,1161,121,27,126,102.16,0.00,4,102.16,408.64,DKK,6.900000,2819.62,3.90,Kept
10537,APPL-00006926,20241001,1087,324,42,112,1094.21,0.00,1,1094.21,1094.21,PKR,279.000000,305284.59,5.00,Kept
10538,APPL-00001798,20241001,1163,79,37,140,82.26,10.00,2,74.03,148.06,CLP,960.000000,142137.60,3.10,Kept
10539,APPL-00000979,20241002,1142,36,11,133,2639.37,0.00,3,2639.37,7918.11,BDT,110.000000,870992.10,5.00,Kept
10540,APPL-00010910,20241002,1140,478,17,35,2686.03,0.00,1,2686.03,2686.03,GBP,0.790000,2121.96,3.40,Kept
10541,APPL-00005532,20241002,301,269,37,26,728.90,0.00,2,728.90,1457.80,MYR,4.710000,6866.24,3.00,Kept
10542,APPL-00002917,20241002,548,134,37,74,800.27,2.00,2,784.26,1568.52,EGP,30.900000,48467.27,3.80,Kept
10543,APPL-00002012,20241002,889,89,37,102,945.57,5.00,1,898.29,898.29,CNY,7.240000,6503.62,4.80,Kept
10544,APPL-00010390,20241002,18,456,6,70,105.42,2.00,2,103.31,206.62,TRY,30.500000,6301.91,4.20,Kept
10545,APPL-00007412,20241002,22,343,10,133,121.83,15.00,2,103.56,207.12,PLN,3.970000,822.27,3.88,Kept
10546,APPL-00008854,20241002,57,392,20,84,754.71,2.00,1,739.62,739.62,KRW,1328.000000,982215.36,4.06,Kept
10547,APPL-00001920,20241002,48,83,16,133,409.01,0.00,3,409.01,1227.03,CLP,960.000000,1177948.80,4.03,Kept
10548,APPL-00005595,20241002,136,271,28,91,597.28,10.00,1,537.55,537.55,MYR,4.710000,2531.86,3.94,Kept
10549,APPL-00002045,20241002,121,92,1,28,420.71,0.00,2,420.71,841.42,CNY,7.240000,6091.88,3.00,Kept
10550,APPL-00006073,20241002,94,289,16,56,462.86,7.00,1,430.46,430.46,EUR,0.920000,396.02,4.90,Kept
10551,APPL-00006214,20241003,37,294,1,133,284.39,2.00,2,278.70,557.40,NZD,1.630000,908.56,3.80,Kept
10552,APPL-00003434,20241003,776,159,24,12,735.99,0.00,2,735.99,1471.98,EUR,0.920000,1354.22,4.17,Kept
10553,APPL-00007908,20241003,949,363,4,128,1180.69,3.00,5,1145.27,5726.35,RUB,91.500000,523961.03,3.20,Returned
10554,APPL-00002799,20241003,1070,129,12,84,6969.71,0.00,1,6969.71,6969.71,EGP,30.900000,215364.04,5.00,Kept
10555,APPL-00001641,20241003,542,72,17,129,781.26,0.00,1,781.26,781.26,CAD,1.360000,1062.51,4.00,Returned
10556,APPL-00008117,20241003,468,372,38,31,1072.55,5.00,8,1018.92,8151.36,SAR,3.750000,30567.60,4.15,Kept
10557,APPL-00006418,20241003,1159,301,29,7,93.82,0.00,3,93.82,281.46,NZD,1.630000,458.78,4.10,Kept
10558,APPL-00009449,20241003,1169,421,10,91,119.95,0.00,2,119.95,239.90,SEK,10.550000,2530.95,4.00,Kept
10559,APPL-00007793,20241004,1165,358,10,70,74.04,0.00,1,74.04,74.04,EUR,0.920000,68.12,4.90,Kept
10560,APPL-00004824,20241004,1176,239,30,84,29.78,10.00,1,26.80,26.80,EUR,0.920000,24.66,4.04,Kept
10561,APPL-00003134,20241004,486,142,8,109,1028.82,3.00,5,997.96,4989.80,EUR,0.920000,4590.62,3.70,Kept
10562,APPL-00004939,20241004,681,246,15,76,861.55,15.00,4,732.32,2929.28,JPY,149.800000,438806.14,3.40,Kept
10563,APPL-00003161,20241004,37,143,34,28,298.86,0.00,2,298.86,597.72,EUR,0.920000,549.90,4.07,Kept
10564,APPL-00001371,20241004,23,56,26,133,125.08,5.00,1,118.83,118.83,BRL,4.970000,590.59,3.30,Kept
10565,APPL-00000926,20241004,7,34,11,112,168.94,15.00,2,143.60,287.20,BDT,110.000000,31592.00,4.50,Kept
10566,APPL-00006074,20241004,195,289,11,105,502.49,2.00,3,492.44,1477.32,EUR,0.920000,1359.13,3.30,Kept
10567,APPL-00002778,20241004,52,128,22,98,394.30,5.00,2,374.58,749.16,EGP,30.900000,23149.04,3.60,Kept
10568,APPL-00005622,20241004,61,272,41,140,277.40,0.00,2,277.40,554.80,MYR,4.710000,2613.11,3.20,Kept
10569,APPL-00001075,20241005,68,40,24,98,94.26,5.00,1,89.55,89.55,EUR,0.920000,82.39,3.98,Kept
10570,APPL-00008050,20241005,149,369,2,84,640.99,0.00,7,640.99,4486.93,RUB,91.500000,410554.10,3.94,Kept
10571,APPL-00008875,20241005,166,393,14,56,502.80,0.00,1,502.80,502.80,KRW,1328.000000,667718.40,3.91,Exchanged
10572,APPL-00005492,20241005,8,268,24,126,158.33,0.00,2,158.33,316.66,MYR,4.710000,1491.47,3.60,Kept
10573,APPL-00004740,20241005,910,235,16,111,977.74,7.00,2,909.30,1818.60,EUR,0.920000,1673.11,3.93,Kept
10574,APPL-00011210,20241005,886,503,25,10,960.37,0.00,6,960.37,5762.22,USD,1.000000,5762.22,4.40,Kept
10575,APPL-00004281,20241005,463,213,27,45,1033.07,15.00,6,878.11,5268.66,IDR,15700.000000,82717962.00,3.70,Kept
10576,APPL-00000124,20241005,634,4,22,27,926.92,10.00,1,834.23,834.23,ARS,907.000000,756646.61,4.30,Kept
10577,APPL-00006901,20241005,322,323,40,20,663.14,0.00,2,663.14,1326.28,PKR,279.000000,370032.12,4.70,Kept
10578,APPL-00003135,20241005,242,142,33,84,1087.48,0.00,8,1087.48,8699.84,EUR,0.920000,8003.85,4.50,Kept
10579,APPL-00009297,20241005,231,415,17,98,834.70,7.00,1,776.27,776.27,EUR,0.920000,714.17,3.93,Kept
10580,APPL-00010899,20241005,1173,477,20,140,36.75,0.00,2,36.75,73.50,GBP,0.790000,58.07,3.93,Returned
10581,APPL-00006122,20241005,1168,291,39,77,119.85,0.00,1,119.85,119.85,EUR,0.920000,110.26,4.00,Kept
10582,APPL-00000897,20241005,1154,33,36,77,2383.74,0.00,1,2383.74,2383.74,BDT,110.000000,262211.40,4.10,Exchanged
10583,APPL-00006766,20241006,237,316,7,49,1092.69,0.00,3,1092.69,3278.07,NOK,10.650000,34911.45,4.30,Kept
10584,APPL-00011390,20241006,569,515,18,92,960.18,0.00,3,960.18,2880.54,VND,24500.000000,70573230.00,3.30,Kept
10585,APPL-00006362,20241006,890,299,3,122,980.72,15.00,1,833.61,833.61,NZD,1.630000,1358.78,4.20,Kept
10586,APPL-00000260,20241006,896,8,23,26,986.20,3.00,6,956.61,5739.66,ARS,907.000000,5205871.62,3.93,Kept
10587,APPL-00002904,20241006,767,133,40,92,804.48,3.00,1,780.35,780.35,EGP,30.900000,24112.81,3.40,Kept
10588,APPL-00011099,20241006,1086,492,41,42,1165.20,10.00,1,1048.68,1048.68,USD,1.000000,1048.68,4.60,Exchanged
10589,APPL-00010189,20241006,984,449,7,46,408.93,0.00,1,408.93,408.93,THB,35.200000,14394.34,4.01,Kept
10590,APPL-00004331,20241006,9,215,8,7,556.54,10.00,1,500.89,500.89,IDR,15700.000000,7863973.00,3.40,Exchanged
10591,APPL-00009923,20241006,33,440,30,14,239.90,10.00,4,215.91,863.64,TWD,31.800000,27463.75,3.30,Kept
10592,APPL-00010979,20241006,163,482,12,7,482.35,0.00,3,482.35,1447.05,GBP,0.790000,1143.17,4.80,Kept
10593,APPL-00003739,20241006,68,176,37,35,96.18,0.00,2,96.18,192.36,HKD,7.820000,1504.26,3.80,Kept
10594,APPL-00009719,20241006,67,432,29,126,97.61,0.00,3,97.61,292.83,CHF,0.880000,257.69,3.80,Kept
10595,APPL-00002204,20241006,62,105,40,28,304.05,0.00,5,304.05,1520.25,COP,3960.000000,6020190.00,3.20,Returned
10596,APPL-00009646,20241006,57,429,8,21,848.09,15.00,1,720.88,720.88,CHF,0.880000,634.37,4.06,Kept
10597,APPL-00002572,20241006,47,120,31,14,423.37,2.00,2,414.90,829.80,DKK,6.900000,5725.62,4.60,Kept
10598,APPL-00006968,20241007,136,326,27,28,554.65,0.00,3,554.65,1663.95,PKR,279.000000,464242.05,3.20,Kept
10599,APPL-00003326,20241007,1082,152,23,91,1120.71,10.00,2,1008.64,2017.28,EUR,0.920000,1855.90,3.92,Kept
10600,APPL-00001185,20241007,776,45,34,136,777.66,0.00,1,777.66,777.66,EUR,0.920000,715.45,4.17,Kept
10601,APPL-00007178,20241007,270,334,14,39,663.23,0.00,1,663.23,663.23,PHP,56.500000,37472.50,4.10,Kept
10602,APPL-00011363,20241007,312,514,13,72,691.29,0.00,1,691.29,691.29,VND,24500.000000,16936605.00,3.10,Kept
10603,APPL-00003552,20241007,352,166,38,125,565.07,3.00,1,548.12,548.12,EUR,0.920000,504.27,4.02,Kept
10604,APPL-00010863,20241007,1132,475,3,119,2110.52,0.00,3,2110.52,6331.56,GBP,0.790000,5001.93,4.07,Kept
10605,APPL-00002747,20241007,1139,127,30,42,2496.73,7.00,1,2321.96,2321.96,EGP,30.900000,71748.56,4.00,Kept
10606,APPL-00008974,20241007,1166,397,6,105,84.35,15.00,5,71.70,358.50,KRW,1328.000000,476088.00,3.10,Kept
10607,APPL-00010561,20241007,1176,463,28,98,29.65,3.00,2,28.76,57.52,TRY,30.500000,1754.36,3.20,Kept
10608,APPL-00009976,20241008,1176,442,9,35,28.85,0.00,2,28.85,57.70,TWD,31.800000,1834.86,3.60,Kept
10609,APPL-00003327,20241008,1174,152,10,7,39.64,0.00,2,39.64,79.28,EUR,0.920000,72.94,3.93,Kept
10610,APPL-00004332,20241008,1165,215,35,91,84.69,0.00,1,84.69,84.69,IDR,15700.000000,1329633.00,3.30,Kept
10611,APPL-00002720,20241008,1097,126,33,49,1035.21,0.00,5,1035.21,5176.05,EGP,30.900000,159939.95,3.50,Kept
10612,APPL-00003804,20241008,1107,178,32,7,1254.20,10.00,5,1128.78,5643.90,HKD,7.820000,44135.30,3.10,Kept
10613,APPL-00000192,20241008,566,6,3,47,758.89,10.00,1,683.00,683.00,ARS,907.000000,619481.00,3.40,Kept
10614,APPL-00011065,20241008,510,488,41,109,737.99,2.00,2,723.23,1446.46,USD,1.000000,1446.46,3.90,Kept
10615,APPL-00001223,20241008,777,48,14,85,749.87,0.00,1,749.87,749.87,BRL,4.970000,3726.85,4.17,Kept
10616,APPL-00004620,20241008,857,227,12,30,847.46,15.00,6,720.34,4322.04,EUR,0.920000,3976.28,4.10,Kept
10617,APPL-00009055,20241008,1059,400,31,126,6463.49,0.00,1,6463.49,6463.49,KRW,1328.000000,8583514.72,3.00,Kept
10618,APPL-00005596,20241008,35,271,38,49,234.60,3.00,2,227.56,455.12,MYR,4.710000,2143.62,3.83,Kept
10619,APPL-00010526,20241008,21,461,6,140,124.18,0.00,2,124.18,248.36,TRY,30.500000,7574.98,4.90,Kept
10620,APPL-00000714,20241008,16,27,39,28,234.91,0.00,4,234.91,939.64,EUR,0.920000,864.47,3.98,Kept
10621,APPL-00003962,20241009,21,184,2,112,130.23,0.00,8,130.23,1041.84,INR,83.500000,86993.64,4.70,Kept
10622,APPL-00000284,20241009,22,9,18,84,125.80,0.00,1,125.80,125.80,AUD,1.530000,192.47,3.88,Kept
10623,APPL-00002324,20241009,30,110,13,140,261.31,0.00,2,261.31,522.62,COP,3960.000000,2069575.20,4.40,Exchanged
10624,APPL-00003452,20241009,158,160,6,63,563.24,15.00,1,478.75,478.75,EUR,0.920000,440.45,4.90,Kept
10625,APPL-00008173,20241009,60,374,33,49,862.08,0.00,1,862.08,862.08,SAR,3.750000,3232.80,3.80,Returned
10626,APPL-00000193,20241009,637,6,20,3,944.05,10.00,3,849.64,2548.92,ARS,907.000000,2311870.44,4.30,Kept
10627,APPL-00011239,20241009,1101,506,5,42,1306.14,0.00,1,1306.14,1306.14,USD,1.000000,1306.14,4.30,Kept
10628,APPL-00005776,20241009,1176,279,7,133,28.90,7.00,2,26.88,53.76,MXN,17.150000,921.98,3.60,Kept
10629,APPL-00000958,20241010,1174,35,9,28,38.29,0.00,1,38.29,38.29,BDT,110.000000,4211.90,4.10,Kept
10630,APPL-00002721,20241010,1168,126,32,91,131.40,0.00,2,131.40,262.80,EGP,30.900000,8120.52,4.00,Kept
10631,APPL-00003192,20241010,587,145,13,71,939.32,0.00,1,939.32,939.32,EUR,0.920000,864.17,3.80,Kept
10632,APPL-00005777,20241010,547,279,23,75,853.23,3.00,1,827.63,827.63,MXN,17.150000,14193.85,3.00,Kept
10633,APPL-00002480,20241010,1085,116,30,49,1064.41,7.00,2,989.90,1979.80,DKK,6.900000,13660.62,3.92,Returned
10634,APPL-00011500,20241010,964,519,24,125,1271.57,7.00,1,1182.56,1182.56,VND,24500.000000,28972720.00,3.60,Kept
10635,APPL-00010128,20241010,888,447,9,5,1004.52,0.00,1,1004.52,1004.52,THB,35.200000,35359.10,3.93,Exchanged
10636,APPL-00007130,20241010,783,332,41,19,807.80,0.00,1,807.80,807.80,PHP,56.500000,45640.70,5.00,Kept
10637,APPL-00001745,20241010,50,77,38,126,393.28,7.00,1,365.75,365.75,CLP,960.000000,351120.00,4.03,Kept
10638,APPL-00010864,20241010,25,475,8,84,128.46,10.00,1,115.61,115.61,GBP,0.790000,91.33,3.60,Returned
10639,APPL-00010676,20241011,17,467,4,91,94.54,15.00,1,80.36,80.36,AED,3.670000,294.92,3.93,Kept
10640,APPL-00008336,20241011,1060,381,5,35,7221.61,2.00,1,7077.18,7077.18,SAR,3.750000,26539.43,3.00,Kept
10641,APPL-00004006,20241011,623,190,37,66,871.38,2.00,1,853.95,853.95,INR,83.500000,71304.82,3.91,Kept
10642,APPL-00004962,20241011,530,247,22,55,776.90,0.00,1,776.90,776.90,JPY,149.800000,116379.62,3.90,Kept
10643,APPL-00004198,20241011,446,209,19,109,858.48,3.00,2,832.73,1665.46,IDR,15700.000000,26147722.00,4.20,Kept
10644,APPL-00001799,20241011,1110,79,4,70,1328.81,0.00,1,1328.81,1328.81,CLP,960.000000,1275657.60,4.10,Kept
10645,APPL-00003838,20241011,1134,179,39,98,2015.12,7.00,1,1874.06,1874.06,HKD,7.820000,14655.15,3.80,Kept
